sample,Sex,Mission Length Weeks,Diet,Group
F20_16_612986,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F3_16_135300,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F4_16_220557,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
CC2_7_11_533186,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_929133,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_654176,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_710154,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_943475,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_988535,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_934756,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_850264,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_274105,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_511708,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_753260,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_397648,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_196296,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_844626,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_394780,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_720913,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_230996,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_715018,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_603107,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_932547,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_293785,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_754159,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_913141,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_923992,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_715371,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_455994,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_242269,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_642528,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_286011,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_695037,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_606674,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_761149,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_51245,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_766377,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_965613,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_362638,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_278615,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_807427,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_397122,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_606698,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_739807,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_796714,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_36264,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_73587,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_853101,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_837832,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_583370,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_377718,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_127076,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_620503,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_227556,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_718864,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_492361,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_179187,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_733473,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_793055,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_210623,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_977681,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_175209,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_623829,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_182706,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_29545,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_475962,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_616152,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_874477,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_786155,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_542881,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_807414,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_785935,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_766575,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_296773,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_333429,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_184970,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_295023,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_573234,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_96466,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_589703,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_231213,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_332741,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_706629,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_766908,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_661653,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_93594,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_335385,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_65764,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_285911,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_308927,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_897420,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_185240,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_492065,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_861554,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_479205,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_405370,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_666591,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_930053,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_921994,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_444232,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_378333,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_880649,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_351217,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_463512,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_231478,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_749109,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_35873,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_17008,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_135577,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_859464,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_709122,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_773408,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_778278,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_729072,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_461834,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_453827,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_260144,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_559160,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_142257,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_12168,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_98388,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_675456,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_917900,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_613784,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_985999,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_752992,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_128432,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_442527,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_513464,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_772193,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_434070,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_760494,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_445044,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_21525,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_106482,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_949630,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_462438,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_524267,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_467526,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_137118,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_666748,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_886538,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_731150,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_191717,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_424128,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_962095,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_913649,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_53008,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_348714,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_885208,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_7_11_149156,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_8_11_345275,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_9_11_24001,male,10,Standard chow (LabDiet5k52),Cohort Control 2
F5_17_646232,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_225342,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_151756,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_668597,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_984357,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_640171,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_437677,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_659088,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_14980,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_649938,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_256212,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_851086,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_493059,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_407639,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_430721,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_245151,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_26936,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_364736,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_618763,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_562467,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_918722,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_423201,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_62362,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_50709,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_841171,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_48790,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_329908,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_566125,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_90612,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_378130,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_805342,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_304286,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_416355,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_636446,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_668284,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_23697,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_239909,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_361310,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_191194,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_699197,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_31984,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_917672,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_179212,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_606079,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_593893,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_884143,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_471689,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_725242,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_125177,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_579305,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_994278,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_479419,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_717875,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_544483,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_825898,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_680521,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_143106,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_560703,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_841091,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_899215,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_642172,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_830295,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_278062,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_12269,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_808037,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_530675,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_526225,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_200839,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_674731,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_305017,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_382144,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_888785,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_966920,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_472705,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_878602,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_988728,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_830607,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_958287,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_66586,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_966241,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_936859,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_334929,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_962257,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_898593,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_815047,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_176761,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_696056,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_951918,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_225587,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_230637,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_811375,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_692030,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_95244,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_709815,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_417963,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_713644,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_402159,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_634686,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_511555,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_807831,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_551467,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_564031,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_761772,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_948749,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_796023,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_53127,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_108066,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_220136,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_283948,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_730306,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_798435,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_426434,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_956894,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_268352,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_165714,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_442424,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_90722,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_129339,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_281470,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_824602,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_216402,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_309045,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_913987,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_727525,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_633094,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_633718,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_220791,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_567359,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_996814,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_746726,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_520575,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_773674,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_651233,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_170872,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_39812,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_61546,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_410296,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_913486,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_4548,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_260638,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_250112,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_823481,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_751780,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_971219,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_325401,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_469907,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_181511,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F5_17_250006,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F6_17_561552,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F7_17_947995,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F8_18_998831,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_697108,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_952332,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_755211,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_667028,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_532091,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_536951,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_440746,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_147919,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_454954,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_88262,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_710047,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_372554,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_116262,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_693017,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_942015,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_254991,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_999180,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_734882,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_159836,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_34070,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_31677,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_148645,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_767192,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_301321,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_345432,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_61670,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_514287,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
F9_18_55483,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
GC1_18_616495,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Ground Control
F8_18_883550,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Space Flight
